Product Name,Units Reimbursed,Number of Prescriptions,Medicaid Amount Reimbursed,Non Medicaid Amount Reimbursed
ASA-BUTALB,2402.0,42.0,3655.38,7.32
EnBrace HR,1434.0,42.0,6391.74,119.05
EXJADE 125,2974.0,42.0,124463.76000000001,589.4599999999999
FLUMAZENIL,159.0,42.0,404.98999999999995,18.2
ULTRAM 50,4931.0,42.0,13690.51,705.8
EXFORGE FC,1663.0,42.0,16767.91,0.0
DITROPAN X,2931.0,42.0,16756.28,1717.1499999999999
BOSENTAN T,2084.0,42.0,282102.4,9844.35
DOPTELET (,1080.0,42.0,315806.57,3475.54
Abacavir S,1229.0,42.0,2836.43,0.0
LACRISERT,4020.0,42.0,20828.17,1282.73
ISTODAX 10,102.4,41.0,281761.17,9552.42
TREMFYA 1X,41.0,41.0,433732.98,22427.96
NINLARO,120.0,41.0,424457.04,9.0
ZOMETA,188.75,41.0,3083.6099999999997,170.61
BELVIQ XR,1230.0,41.0,10951.13,457.16
DIGOXIN OR,3450.0,41.0,6934.370000000001,0.0
NUVIGIL 50,1932.0,41.0,17827.25,13.5
COMPOUND B,207.11700000000002,41.0,252.42,1.35
GILOTRIF 3,1197.0,41.0,376563.42,6.0
Sklice Lot,4914.0,41.0,13733.51,547.26
DOXIL 50MG,1275.0,41.0,52017.3,0.0
LENVIMA,227.0,41.0,746635.55,0.0
CIDOFOVIR,317.549,41.0,33843.22,0.0
ZARONTIN C,3190.0,41.0,11380.46,0.0
THEREMS TA,1378.0,41.0,110.02000000000001,30.13
SYMBYAX 6-,1320.0,41.0,17666.14,0.0
QVAR,356.7,41.0,8979.66,0.0
PERCOCET 7,3060.0,41.0,53835.49,2920.81
FUZEON 90M,2460.0,41.0,144655.4,10.95
Niferex,1502.0,41.0,15883.11,0.0
Dye Free C,125.0,41.0,0.0,0.0
TESSALON P,311.0,41.0,578.23,9.7
GRALISE  G,3060.0,41.0,27461.68,3.9
FML SUSPEN,200.0,40.0,6081.02,3.65
LAMICTAL 5,6660.0,40.0,62957.86,16992.71
ADRIAMCYIN,1095.0,40.0,1249.64,0.0
SENNALAX-S,2416.0,40.0,268.22,20.0
SALINE 0.4,62992.0,40.0,422.39,0.0
FRESHKOTE,400.0,40.0,1209.65,51.34
TUSSIN,3916.0,40.0,55.92,0.0
Empliciti,49.334,40.0,14976.74,75489.07
ODOMZO 200,1095.0,40.0,390056.72,15.0
SESTAMIBI,54.0,40.0,4470.54,10991.68
PROMETRIUM,1378.0,40.0,17151.23,3.0
JAKAFI 25,2208.0,40.0,525235.45,21.0
EXCEDRIN E,1682.0,40.0,273.98,0.0
CHLORAMPHE,45.0,40.0,1326.76,0.0
XADAGO TAB,1260.0,40.0,31067.98,0.0
MYSOLINE 5,5366.0,40.0,65469.14,3317.96
MONOVISC 8,52.0,40.0,2428.59,41670.99
HM LAXATIV,1087.0,40.0,26.669999999999998,3.7
METOPIRONE,4912.0,40.0,102453.01,8881.68
ACZONE 5%,2400.0,40.0,24731.09,1214.64
GOCOVRI,2176.0,40.0,94566.6,16.8
TALTZ SYRI,49.0,40.0,266498.15,0.0
ENSKYCE  D,1428.0,40.0,574.29,0.0
BUTAL/AP/C,40.0,40.0,148.93,0.0
PHENOXYBEN,2846.0,40.0,208524.83000000002,274.96
CELEXA 10M,1522.0,39.0,11241.67,1199.02
GAMMAKED 5,18750.0,39.0,212174.7,23729.21
DOCUSOL KI,1335.0,39.0,1982.7600000000002,0.0
OMIDRIA 1-,138.0,39.0,4315.98,6778.14
GABLOFEN 1,1474.0,39.0,8454.740000000002,1644.31
ENEMA TWIN,25416.0,39.0,222.63,5.0
URIMAR-T T,1064.0,39.0,4456.08,3.0
Idelvion 2,260643.0,39.0,801403.26,1041268.6199999999
Cefotetan,78.0,39.0,779.1,0.0
ACETADOTE,2617.06,39.0,26666.07,0.0
LIDODERM (,2144.0,39.0,40465.86,0.0
CAPRON DMT,938.0,39.0,356.52,0.0
TIKOSYN 50,2190.0,39.0,21185.19,7.3
CORTEF 5 M,4274.0,39.0,4056.34,0.0
TAPAZOLE,914.0,39.0,1863.36,18.9
Restora Rx,1290.0,39.0,2076.15,27.0
KALYDECO o,2240.0,39.0,957843.47,0.0
PRORENAL+D,1530.0,39.0,185.64,18.0
ULTANE 250,39.0,39.0,2037.85,0.0
IMITREX 5,246.0,39.0,20111.62,0.0
KONSYL PSY,9030.0,39.0,721.22,10.95
ZUPLENZ 4,991.0,39.0,32951.42,1603.86
NEXIUM IV,181.0,39.0,7241.68,0.0
EXJADE,2550.0,39.0,379430.68,0.0
Zembrace S,162.0,39.0,53882.45999999999,0.0
Topotecan,20.025,39.0,732.18,0.0
RYBELSUS 1,1170.0,39.0,28323.1,21.65
BOSULIF BO,2698.0,38.0,518471.47,0.0
MESNA INJE,556.4,38.0,863.75,0.0
ELIXOPHYLL,21609.0,38.0,14719.68,9.0
JIVI 3000I,979792.0,38.0,1951426.68,0.0
ACTIGALL,1323.7779999999998,38.0,12700.62,0.0
COMPLETE,1128.0,38.0,54.2,0.0
Evamist (e,405.0,38.0,6203.82,0.0
NIACIN,3234.0,38.0,129.43,2.0
SYNVISC,126.75,38.0,1252.59,12681.91
SB POLYETH,20026.0,38.0,750.88,0.0
CUPRIMINE,3181.0,38.0,796490.98,21686.86
FRAGMIN  D,335.0,38.0,27315.14,39.44
SCALPICIN,1752.0,38.0,188.51,8.3
AKLIEF 50M,1710.0,38.0,19760.68,395.18
Naloxone H,110.0,38.0,296.58,0.0
SODIUM THI,76.0,38.0,0.0,0.0
BUPHENYL P,15471.0,38.0,821450.73,0.0
CANCIDAS I,80.4,38.0,19606.87,1289.28
ALBUMINAR,7500.0,38.0,7229.049999999999,0.0
VIVLODEX 1,1134.0,38.0,31388.21,12.0
Tramadol w,1271.0,38.0,268.89,0.0
ZENZEDI 10,2208.0,38.0,1834.3600000000001,6.0
Cincacalce,1295.0,38.0,25683.94,0.0
XANAX 1 MG,3288.0,38.0,23704.43,0.0
BEPREVE  B,190.0,38.0,8708.09,7.8
ENFAPORT,780384.0,38.0,10211.02,0.0
Cystaran (,2280.0,38.0,212867.34,26116.56
Syeda Dros,1624.0,38.0,895.87,0.0
INTRON A 1,158.199,38.0,46362.49,1346.03
BETA CAROT,1896.0,38.0,148.3,8.0
ERLEADA,4500.0,38.0,464522.53,0.0
Aubra (lev,3164.0,38.0,2985.25,0.0
ZEASORB 2%,3090.0,38.0,174.59,12.24
KLOR-CON S,1082.0,38.0,447.22,0.0
CIALIS,1042.0,38.0,33159.68,0.0
CEFACLOR,912.0,37.0,1737.12,104.28
KISQALI 40,1554.0,37.0,388799.54,0.0
Aciphex 20,1518.0,37.0,25786.01,195.0
FELBAMAT O,20210.0,37.0,32124.67,9457.43
RIVELSA TA,3367.0,37.0,9518.44,144.15
WEE CARE,4133.0,37.0,796.86,0.0
COREG CR 2,1441.0,37.0,11691.11,1063.26
DIPHEN 2%,1092.0,37.0,120.81,0.0
VIOKACE,3135.0,37.0,18152.91,0.0
taron Prex,1230.0,37.0,1715.73,15.13
MULTIGEN,1078.0,37.0,1059.69,0.0
LDR POLY B,1109.4,37.0,222.46,0.0
DIGOXINE 0,240.0,37.0,408.27,1.17
MAXIPIME F,37.0,37.0,135.01,67.9
Ativan 1mg,216.0,37.0,37.27,1.31
REVATIO 20,3482.0,37.0,150967.57,12231.68
SPRIX 15.7,185.0,37.0,71724.28,15.0
COREG CR 4,1273.0,37.0,11587.58,12.9
NOCDURNA 5,1290.0,37.0,18103.96,9.65
SM ENEMA R,18334.0,37.0,415.61,19.25
AG HYOSCYA,1994.0,37.0,595.71,0.0
ANUSOL-HC,1318.0,37.0,4522.85,15.0
ROCEPHIN 1,35.0,37.0,13.96,11.02
EYE-STREAM,477.0,37.0,475.15,0.0
RAPAMUNE 0,1944.0,37.0,29065.43,1315.6
CDP CAP 25,1230.0,37.0,120.25,0.0
LOSSARTAN,1459.0,37.0,59.3,0.0
Sabril Tab,5445.0,37.0,696963.0599999999,64433.83
"Pertzye 8,",16571.0,37.0,38326.03,571.76
CORGARD 80,1563.0,37.0,10719.07,381.12
GLUMETZA E,3806.0,37.0,188202.48,0.0
RANEXA  RA,2941.0,37.0,14763.8,5.2
DRL ESOMEP,1514.0,36.0,741.8,0.0
Namenda XR,784.0,36.0,11916.8,0.0
PHENADOZ 1,758.0,36.0,3836.92,9.0
Effer-K 10,2510.0,36.0,1160.15,0.0
BENSAL HP,2010.0,36.0,58523.75,0.0
POLYTRIM S,361.8,36.0,2453.96,10.51
NEUT 4% (S,40.0,36.0,122.79,0.0
PREVYMIS,980.0,36.0,188389.46999999997,11605.98
MULTIGEN P,1275.0,36.0,1230.05,1.0
RYMED TABL,1100.0,36.0,310.66,90.0
SOTALOL 24,2159.0,36.0,801.33,3.0
AMIDATE 40,422.75,36.0,746.62,88.15
BUTAL/ASA/,1506.0,36.0,1580.34,33.74
SOMAVERT 2,1076.0,36.0,489153.29000000004,6.9
SPORANOX 1,18999.0,36.0,43205.35,8.8
PREFEST TA,1200.0,36.0,5354.08,24.0
BRIELLYN T,1288.0,36.0,699.02,41.96
YONDELIS (,84.4,36.0,198249.8,0.0
GNP Antaci,3734.0,36.0,258.26,0.0
MAPAP  ACE,10037.0,36.0,211.98,0.0
CLEOCIN 60,106009.0,36.0,3716.52,0.0
CEFOTAXIME,38.0,36.0,194.94,0.0
VIRAMUNE 5,18889.6,36.0,12824.630000000001,533.18
MAVENCLAD,284.0,36.0,2052984.91,54646.38
BOSENTAN,1684.0,36.0,143199.83,21939.3
SULFAMYLON,2097.9,36.0,2391.5699999999997,2.0
Flonase Se,212.4,36.0,471.35,0.0
SUFENTANIL,36.0,36.0,561.84,0.0
FEMAZOLE,42.0,35.0,493.23,0.0
BUPROPRION,1176.0,35.0,415.79999999999995,11.15
TEKTURNA,1059.0,35.0,6985.23,384.26
LDR MILK O,12320.0,35.0,94.79,0.0
Sulfasaliz,4050.0,35.0,652.04,0.0
GLYB/METFR,2730.0,35.0,555.41,0.0
CLOBEX SPR,4618.0,35.0,0.0,0.0
SM GLYCERI,6653.9169999999995,35.0,311.9,10.0
TESTIM 1%,7050.0,35.0,23179.74,2587.82
XIMINO EXT,1050.0,35.0,20626.09,3377.02
ZETONNA,213.5,35.0,7691.8,0.0
REBIF  INT,201.0,35.0,239186.27,0.0
ORENCIA 87,89.84,35.0,142926.4,0.0
"INFUMORPH,",776.4000000000001,35.0,8688.94,6540.06
IMVEXXY 4M,352.0,35.0,8080.41,129.85
CERDELGA (,1848.0,35.0,886526.56,26223.35
SUPPOSITOR,435.0,35.0,73653.45,3.65
SYNRIBO IN,162.66,35.0,176702.7,0.0
PHENLYEPHR,882.0,35.0,101.29,1.5
RHOFADE TO,1110.0,35.0,18503.38,400.95
QVAR INHAL,313.2,35.0,7924.58,0.0
NOVOPEN EC,47.0,35.0,2523.24,0.51
QC GENTLE,415.0,35.0,123.45,1.0
KETALAR,224.05,35.0,374.22,0.0
CHOLBAM CA,2850.0,35.0,767961.06,15014.16
HALOG 0.1%,2100.0,35.0,26109.29,0.0
DYNA-HEX 4,8264.0,34.0,187.32,25.4
SYNVISC ON,260.75,34.0,1599.37,24117.02
DOPAMINE 8,21306.5,34.0,26172.22,0.0
VANCO 750,18750.0,34.0,1944.42,0.0
HUGGIES LI,5652.0,34.0,2718.34,0.0
KOVALTRY 2,745199.0,34.0,921025.59,26243.38
LDR CLOTRI,1213.1,34.0,216.97,2.0
LDR DIAPER,3332.9770000000003,34.0,284.99,0.0
Octagam 5%,22900.0,34.0,144334.39,0.0
MAPAP 80MG,1632.0,34.0,1932.14,3.65
LUMIZYME (,1157.0,34.0,629877.97,0.0
OXYXODONE/,1741.0,34.0,301.45,1.1
ABACAVIR S,2032.0,34.0,2419.57,0.0
UCERIS,2204.4,34.0,21099.38,0.0
CORIFACT,79196.0,34.0,498232.61,152461.47
YONDELIS 1,78.3,34.0,279832.57,0.0
Xeljanz (t,2010.0,34.0,158748.01,0.0
SPRIX,170.0,34.0,66022.5,15.0
Blisovi  F,1232.0,34.0,506.8,0.0
GNP Senna,1917.0,34.0,95.65,0.0
ECPIRIN (B,1842.0,34.0,377.29,23.48
QC HEADACH,2248.0,34.0,58.93,1.0
STRENSIQ 1,181.6,34.0,534084.3099999999,0.0
VIREAD 200,1096.0,34.0,40758.89,3.0
QC MINERAL,7903.945,34.0,694.85,0.0
aspirin ta,956.0,33.0,59.11,0.0
ALLER-G-TI,1050.0,33.0,17.13,0.0
KOVALTRY L,207144.0,33.0,250661.03,111433.63
NEBUPENT,33.0,33.0,3950.7700000000004,285.09
DIBROMM DM,4513.0,33.0,103.24,0.0
ATHLETES F,735.0,33.0,274.66,8.86
PHOSPHASAL,2314.0,33.0,7233.02,0.0
Cefdinir 3,628.0,33.0,491.03,22.5
Methazolam,2510.0,33.0,6954.95,0.0
HM SENNA-S,1994.0,33.0,65.99,0.0
Rituxan Hy,389.442,33.0,88352.34,90170.07
BAVENCIO (,1356.0,33.0,201888.91,31869.86
MX-SOL,2373.18,33.0,213.64,0.0
ZORVOLEX 1,2709.0,33.0,20060.97,723.3299999999999
TOSYMRA 10,160.8,33.0,18920.25,3.0
DIASTAT (D,40.0,33.0,11487.97,614.95
ALYACEN 7/,1260.0,33.0,552.56,0.0
ZYKADIA FC,2087.0,33.0,251384.71999999997,0.0
SM COUGH D,1128.0,33.0,115.19,0.0
MENEST TAB,1026.0,33.0,1834.68,3.0
SM LICE SO,33.0,33.0,410.86,0.0
DUONEB,99.0,33.0,8474.77,0.0
VINATE-M T,960.0,33.0,191.15,0.0
SM N-ASP R,2707.0,33.0,129.79,1.0
AFREZZA IN,3780.0,33.0,14452.87,0.0
CIMDUO 300,990.0,33.0,31699.12,6.0
ALA-CORT,1079.2,33.0,111.7,0.0
KEDRAB 300,215.35500000000002,33.0,27464.93,137.4
HM FIBER 0,1704.0,33.0,291.92,6.0
TYVASO STA,2599.002,32.0,467084.69,69001.56
AMMONIA IN,66.0,32.0,104.27,1.9
Levsin 0.5,8.125,32.0,1975.54,0.0
ANASPAZ 50,960.0,32.0,362.88,8.0
NITYR (nit,3030.0,32.0,680319.07,0.0
ROBINUL,42.0,32.0,313.94,0.0
MAYZENT 0.,3472.0,32.0,221561.16999999998,21.9
ELESTRIN G,1196.0,32.0,4754.65,0.0
Loperamide,7095.0,32.0,255.38,0.0
MUCINEX CO,10917.0,32.0,664.54,0.0
D-VITA,1600.0,32.0,100.93,1.0
ESMOLOL HC,110.0,32.0,238.55,2109.83
ERY-PED 40,4700.0,32.0,23227.58,3949.9
LUNESTA 3,911.0,32.0,13155.13,10.8
QC MICONAZ,1440.0,32.0,126.88,0.0
LDR WART R,288.0,32.0,141.47,0.0
LEMTRADA 1,47.0,32.0,700020.57,164200.2
DYANAVEL T,4065.0,32.0,10305.27,0.0
SM FIBER P,18148.0,32.0,183.32,0.0
Bisa-Lax L,1395.0,32.0,203.67000000000002,0.0
FLORANEX T,1539.0,32.0,306.08,65.7
PEXEVA,1170.0,32.0,15333.07,0.0
THROMBIN-J,36.0,32.0,1516.45,0.0
CAPTOPRIL/,1322.0,32.0,2578.1800000000003,1.0
PRALUENT,64.0,32.0,23298.239999999998,0.0
HYLENEX re,24.491999999999997,32.0,249.72,0.0
Pitocin 10,57.0,32.0,19.45,0.0
BPCO OINTM,1920.0,32.0,1194.4,0.0
AGGRENOX A,2252.0,32.0,20651.82,0.0
LDR COUGH/,746.0,32.0,176.57,0.0
ZALTRAP 10,285.64,32.0,38975.229999999996,7905.469999999999
Pertzye 24,19340.0,32.0,127369.19,9283.58
TEMODAR,21.97,32.0,26839.8,0.0
Bortezomib,15.984000000000002,32.0,2658.24,10420.66
PROCYSBI,18660.0,32.0,1220861.49,618022.78
GAVISCON C,9520.0,32.0,367.45000000000005,0.0
Pramoxine,502.86,32.0,1165.2,0.0
GATTEX - 3,960.0,32.0,1287816.62,0.0
RELISTOR 8,234.0,31.0,42385.39,1237.45
PREVYMIS 2,889.0,31.0,172854.40999999997,11170.64
MEDROL 4MG,651.0,31.0,335.32,5.6
FLORIVA PL,1550.0,31.0,4452.81,0.0
GLYDO  LID,166.0,31.0,60.42,0.0
Heparin PR,41.0,31.0,0.0,0.0
COREG CR C,970.0,31.0,8675.8,0.0
CHLD ALLRG,797.0,31.0,170.22,0.0
CYRED  DES,1774.5639999999999,31.0,1945.92,0.0
Azasite,92.5,31.0,7224.68,130.54
SPRITAM 50,1980.0,31.0,16238.470000000001,3.0
LITHOBID,3595.0,31.0,23485.38,0.0
ZANTAC INJ,79.18,31.0,7515.26,0.0
GS ANTI-DI,868.0,31.0,263.38,15.6
SB DOCUSAT,1800.0,31.0,26.55,0.0
AUBRA-28 T,589.0,31.0,2403.19,0.0
ORENCIA 50,49.6,31.0,139184.56,0.0
KALETRA 10,4020.0,31.0,14794.77,2125.23
NATROBA  S,4560.0,31.0,10473.01,0.0
QC READY T,13404.0,31.0,78.91,0.0
TEXACORT,1020.0,31.0,6418.469999999999,0.0
ADEMPAS 2,2106.0,31.0,254783.38,16.95
XANAX 0.25,2580.0,31.0,11084.56,0.0
POLIVY 140,164.46900000000002,31.0,296833.19,117941.88
Seroquel 2,1690.0,31.0,6428.73,110.71
MESTINON T,2199.0,31.0,58265.84,0.0
BENICAR 5,1860.0,31.0,11244.43,3.9
ZYVOX 600,46100.0,31.0,5394.0,26.64
ZYVOX,33750.0,31.0,26024.14,0.0
AVANDIA 2,1800.0,31.0,6691.89,3.0
NO DRIP,915.0,31.0,52.79,0.0
MAXIMUM DA,1020.0,30.0,27.38,0.0
TRIMIPRAMI,1386.0,30.0,5061.35,259.52
LDR FBR LA,2214.0,30.0,259.53999999999996,1.0
RASUVO 30,72.0,30.0,13200.41,1825.64
CO Q-10 10,1551.0,30.0,363.56,0.0
CUVITRU 2,4490.0,30.0,46909.27,86167.1
Seroquel 4,1245.0,30.0,21933.94,770.03
TUMS E-X T,3262.0,30.0,228.75,0.0
EMSAM (Sel,900.0,30.0,51781.759999999995,221.36
ATIVAN 1MG,666.0,30.0,18584.54,14.53
TRUXIMA  R,2202.0,30.0,283580.55,66842.7
RASUVO 7.5,18.4,30.0,14758.92,0.0
HM LUBRICA,465.0,30.0,213.02,0.0
PROTONIX D,1320.0,30.0,21044.91,102.2
ALCAINE 0.,64.0,30.0,912.49,0.0
PHENYL-FRE,129844.0,30.0,9361.18,0.0
COUGH & CO,764.0,30.0,82.91,7.11
DDAVP 0.2,5285.0,30.0,48331.39,7684.7
ALOMIDE 0.,300.0,30.0,4973.39,3.65
SAIZEN,192.0,30.0,118221.74,0.0
EPOPROSTEN,2891.0,30.0,67073.16,0.0
KENALOG-80,93.0,30.0,616.02,206.82999999999998
Etodolac E,1386.0,30.0,2150.79,99.72
SERNIVO 0.,3600.0,30.0,23461.38,458.58
Ubrelvy 10,290.0,30.0,23687.11,427.7
HUGGIES,4572.0,30.0,2353.86,0.0
MESTINON S,16604.0,30.0,34404.83,26190.13
VOL-CARE R,960.0,30.0,239.69,0.0
UROGESIC B,1040.0,30.0,2894.69,92.3
MIGLITOL 2,2922.0,30.0,3128.59,415.41
NIFEREX,837.0,30.0,8881.32,0.0
TAZICEF 6,208.0,30.0,6960.2,0.0
LIDOPURE P,1800.0,30.0,34069.2,0.0
loperamide,6278.0,30.0,167.65,0.0
HYZAAR 50-,1230.0,30.0,4208.15,3.9
EASIVENT H,33.0,30.0,1151.48,15.17
Opium Tinc,4774.0,30.0,19282.489999999998,0.0
APRIZIO PA,90.0,30.0,118089.9,90.0
RYTARY ER,4358.0,30.0,13804.32,301.83
ZYFLO 600,3060.0,30.0,86054.64,7269.41
"CANASA 1,0",934.0,30.0,33485.83,399.75
ADAKVEO,1660.0,30.0,382231.86,0.0
VONVENDI 6,177180.0,29.0,328109.75,0.0
PEXEVA (PA,1005.0,29.0,13754.85,0.0
DOCU,11291.0,29.0,321.93,0.0
TNKASE 50,22.0,29.0,100335.4,7836.42
Levothryox,31.0,29.0,3405.22,0.0
Valcyte Or,4808.0,29.0,56195.42,724.33
VECURONIUM,30.0,29.0,180.0,43.12
NOREL AD,980.0,29.0,714.63,0.0
FENTANYL 0,41.0,29.0,53.14,0.0
LDR HRTBRN,14200.0,29.0,341.74,0.0
Tracleer (,890.0,29.0,172866.29,0.0
AMINOSYN I,68283.0,29.0,3812.03,0.0
MIACALCIN,177.0,29.0,218555.49,2615.56
MYXREDLIN,2106.0,29.0,382.38,1149.57
TRIAMINIC,3442.0,29.0,188.91,0.0
Docusate S,1200.0,29.0,124.69,0.0
LEVOPHED 4,76.048,29.0,1298.94,198.71
AVYCAZ (Ce,123.0,29.0,42808.57,0.0
CORDRAN,33.0,29.0,22799.95,0.0
ALLERGY TA,738.0,29.0,306.83,3.0
NOXAFIL DR,3006.0,29.0,195131.69,36.5
NUZYRA  OM,1608.0,29.0,294597.6,22121.64
Spinraza (,150.0,29.0,3702639.99,128529.0
EDLUAR 10M,863.0,29.0,10760.58,3.0
Soolantra,1305.0,29.0,15735.84,1732.07
POLYSACCHA,1050.0,29.0,106.98,0.0
LUPANETA 1,29.0,29.0,115994.21,0.0
COSMEGEN 0,48.0,29.0,48113.12,0.0
BACTERIOST,2203.0,29.0,87.21,0.0
Nesina 12.,890.0,29.0,11596.92,0.0
FISH OIL E,906.0,29.0,150.93,8.29
PRIMAQUINE,695.0,29.0,1295.3600000000001,8.65
MARCAINE/E,350.0,29.0,294.87,9.48
ABSORICA 1,990.0,29.0,30149.6,3783.36
Noritate 1,1740.0,29.0,57036.65,17.0
AZULFIDINE,4642.0,29.0,8355.5,0.0
PRETAB TAB,1255.0,28.0,478.17,0.0
VOL-TAB RX,840.0,28.0,436.81,0.0
ISIBLOOM D,1419.5720000000001,28.0,728.78,0.0
GLYDO (LID,1700.0,28.0,1313.52,0.0
HM SALINE,3124.0,28.0,327.12,0.0
REYATAZ 20,1672.0,28.0,34831.17,12.0
RISAQUAD,1260.0,28.0,1035.52,0.0
METOPRLOL,37.0,28.0,209.47,0.0
Diacomit 2,2940.0,28.0,59050.97,5520.0
HALBETASOL,420.0,28.0,416.57,0.0
MORPHINE 8,38.5,28.0,4464.65,0.0
MAYZENT FC,840.0,28.0,213197.87,0.0
MAYZENT,840.0,28.0,213711.33,0.0
HyperRho S,28.0,28.0,2087.11,0.0
IDHIFA 100,840.0,28.0,684503.5,11.0
ULTRAVATE,1859.0,28.0,26477.62,6.0
MVI PEDIAT,190.0,28.0,18850.44,0.0
BROMSITE,140.0,28.0,7263.09,0.0
TAZICEF,46.5,28.0,0.0,0.0
VISUDYNE 1,23.793000000000003,28.0,18904.34,9138.95
Oscimin Or,653.0,28.0,328.93,13.0
APLENZIN,840.0,28.0,120578.02,0.0
EPIVIR HBV,6060.0,28.0,5082.06,13.8
Galantamin,484.0,28.0,529.28,0.0
MESTINON 1,2713.0,28.0,39464.56,0.0
FIRAZYR,315.0,28.0,1058795.86,33737.43
Naxproxen,1780.0,28.0,200.9,0.0
Jivi 2000I,248292.0,28.0,100145.72,0.0
FAZACLO 20,1180.0,28.0,34563.68,0.0
LOESTRIN,588.0,28.0,3782.25,0.0
Ezetimibe/,840.0,28.0,1405.22,0.0
Prometh/VC,4119.0,28.0,845.59,0.0
QVAR 40 MC,243.6,28.0,4604.14,9.0
LENVIMA 4M,243.0,28.0,497704.28,0.0
Aplenzin E,761.0,28.0,107811.6,0.0
LDR NASAL,677.3,28.0,240.38,0.0
LUNESTA (E,834.0,28.0,12055.81,5.0
ZARONTIN,3574.0,28.0,12963.42,0.0
XALKORI,1650.0,28.0,481089.33,0.0
LAMISIL AF,3869.14,28.0,234.24,4.65
FOLBEE PLU,908.0,28.0,370.86,0.0
ZIAGEN TAB,1875.0,27.0,2129.4,0.0
ELOCTATE 6,1003832.0,27.0,1723506.02,205639.4
ADLYXIN,174.0,27.0,17820.33,0.0
ENSTILAR A,1800.0,27.0,32782.97,0.0
LEXETTE 0.,1400.0,27.0,21818.09,0.0
TOLSURA 65,2273.0,27.0,80139.63,0.0
HARVONI,756.0,27.0,811750.76,0.0
ANTACID AN,3320.0,27.0,31.73,0.0
BeYaz,812.0,27.0,6109.61,0.0
Rasuvo 15,32.4,27.0,13363.4,0.0
INNOPRAN X,1080.0,27.0,63067.479999999996,4674.25
CHOLBAM 50,1800.0,27.0,510956.37,0.0
MYTAB GAS,2220.0,27.0,85.3,1.73
Otrexup (m,43.2,27.0,17729.94,101.4
ALOCRIL,135.0,27.0,3729.98,0.0
Propofol I,710.0,27.0,212.83,72.83
LEVOLEUCO,12540.0,27.0,423.99,1637.51
FIRST-LANS,5070.0,27.0,2401.5,14.6
POLY VITAM,2700.0,27.0,269.16,0.0
CHERRATUSS,5048.0,27.0,400.04,0.0
TRI-VITE-F,1400.0,27.0,534.15,0.0
"GAZYVA 1,0",1724.0,27.0,28991.61,0.0
KIONEX SOD,3167.0,27.0,499.19,1.0
Slidenafil,2715.0,27.0,549.04,0.0
RAPAFLO,804.0,27.0,6917.04,0.0
Senokot Ex,1092.0,27.0,429.75,55.37
Apraclonid,145.0,27.0,1674.99,1.22
DIGOX 125,850.0,27.0,459.67,30.0
FERREX 28,794.0,27.0,649.07,0.0
Zipsor,3000.0,27.0,37552.86,0.0
BIDIL  ISO,1904.0,26.0,5696.55,0.0
LUPANETA 3,26.0,26.0,35862.9,0.0
NORCO 10 /,1459.0,26.0,6286.85,0.0
DOXIL,419.0,26.0,67099.28,0.0
GNP ZINC O,1707.7,26.0,42.51,0.0
BETADINE 5,262.05,26.0,378.87,0.0
POLYTUSSIN,2854.0,26.0,150.66,0.0
NEUT,885.25,26.0,1211.79,1.46
LDR DRY EY,435.0,26.0,138.37,14.6
NIACIN TR,1430.0,26.0,227.06,6.0
Niva-Fol -,844.0,26.0,691.54,0.0
IMPLANON 6,28.0,26.0,22978.08,1114.27
"PERTZYE 4,",13202.0,26.0,17457.88,758.54
Nicotine G,3320.0,26.0,566.75,0.0
TALZENNA 1,750.0,26.0,382185.23,3.0
KORLYM,1590.0,26.0,819263.52,0.0
Silodosin,840.0,26.0,2462.66,8.0
GNP SORE T,4602.0,26.0,0.0,0.0
PAXIL 40 M,825.0,26.0,5170.98,26.299999999999997
A-METHAPRE,26.0,26.0,32.4,0.0
NEXT CHOIC,26.0,26.0,664.87,0.0
VALCYTE,4576.0,26.0,55885.91,0.0
BELSOMRA T,780.0,26.0,9397.0,0.0
C-500 MG T,840.0,26.0,427.26,29.2
CLARISCAN,5020.0,26.0,183.74,0.0
PNV-OMEGA,780.0,26.0,1405.23,0.0
PIQRAY 200,728.0,26.0,407455.19999999995,9.0
AZO-STANDA,54.0,26.0,57.6,0.0
VITRAKVI 1,1500.0,26.0,817562.96,0.0
Onglyza 2.,780.0,26.0,10926.01,0.0
ARRANON VI,3600.0,26.0,8952.13,6108.4
Deconex DM,471.0,26.0,422.04,54.0
TIZANIDIN,2190.0,26.0,387.29,0.0
PEXEVA 40,780.0,26.0,10208.58,811.71
ABELCET 10,5960.0,26.0,29084.95,254.79
ZIAGEN ORA,14368.0,26.0,9125.54,0.0
Ala-Cort E,766.8,26.0,523.6,0.0
Chateal (l,1910.0,26.0,2675.64,0.0
ENFAMIL PR,81984.0,26.0,4648.64,0.0
LATUDA 40M,735.0,26.0,29819.98,36.33
ALA CORT,795.2,26.0,624.55,3.0
DIOVAN  VA,1800.0,26.0,12837.56,7.8
GLYCERIN 9,16863.6,26.0,822.34,0.0
MUCOSA,1347.0,25.0,81.93,0.0
LEADER LAN,866.0,25.0,349.36,3.0
MONOVISC,101.0,25.0,38374.37,611.38
SITAVIG 50,71.0,25.0,32933.84,0.0
CHOCOLATED,649.0,25.0,82.56,0.0
COENZYME Q,1500.0,25.0,655.97,0.0
